# time, data
423.83333,1012.76011
424.00000,1011.76713
424.16667,1011.39656
424.33333,1010.49818
424.50000,1010.03816
424.66667,1011.54325
424.83333,1010.90163
425.00000,1012.04240
425.16667,1012.30235
425.33333,1010.75713
425.50000,1009.61176
425.66667,1010.84421
425.83333,1012.78313
426.00000,1012.65155
426.16667,1011.33043
426.33333,1011.14642
426.50000,1013.29195
426.66667,1012.47987
426.83333,1012.44771
427.00000,1009.81711
427.16667,1010.79952
427.33333,1011.98946
427.50000,1013.30744
427.66667,1012.84878
427.83333,1012.01793
428.00000,1009.78667
428.16667,1010.16561
428.33333,1010.19831
428.50000,1011.40003
428.66667,1011.59077
428.83333,1012.30096
429.00000,1011.41653
429.16667,1011.98568
429.33333,1009.16763
429.50000,1009.83142
429.66667,1011.84611
429.83333,1013.80902
430.00000,1014.02755
430.16667,1012.53013
430.33333,1012.21206
430.50000,1012.85058
430.66667,1013.59655
430.83333,1013.68475
431.00000,1011.53225
431.16667,1010.73257
431.33333,1010.85093
431.50000,1010.73223
431.66667,1012.94115
431.83333,1013.05667
432.00000,1011.61137
432.16667,1010.42569
432.33333,1011.18485
432.50000,1010.79021
432.66667,1012.25700
432.83333,1011.05366
433.00000,1009.44790
433.16667,1010.75636
433.33333,1009.62723
433.50000,1011.72520
433.66667,1013.73239
433.83333,1011.39696
434.00000,1011.02641
434.16667,1011.56846
434.33333,1011.75798
434.50000,1011.41412
434.66667,1012.66471
434.83333,1012.44846
435.00000,1012.46340
435.16667,1011.27064
435.33333,1012.63065
435.50000,1013.02367
435.66667,1013.65591
435.83333,1014.49203
436.00000,1013.00308
436.16667,1011.19892
436.33333,1010.71076
436.50000,1011.73147
436.66667,1013.17739
436.83333,1014.66701
437.00000,1012.87774
437.16667,1011.77320
437.33333,1010.92320
437.50000,1011.10346
437.66667,1012.29019
437.83333,1011.15175
438.00000,1011.97598
438.16667,1011.83770
438.33333,1010.42762
438.50000,1012.95083
438.66667,1014.52078
438.83333,1012.10920
439.00000,1010.58160
439.16667,1010.35660
439.33333,1010.29943
439.50000,1012.03283
439.66667,1013.30693
439.83333,1014.41363
440.00000,1014.42564
440.16667,1012.17157
440.33333,1013.13235
440.50000,1014.19747
440.66667,1013.61239
440.83333,1011.71155
441.00000,1011.75421
441.16667,1012.04734
441.33333,1011.65903
441.50000,1012.55822
441.66667,1013.52953
441.83333,1013.93792
442.00000,1012.25439
442.16667,1009.69438
442.33333,1011.95410
442.50000,1012.02942
442.66667,1013.30077
442.83333,1014.50002
443.00000,1012.36304
443.16667,1010.93553
443.33333,1012.37103
443.50000,1013.25937
443.66667,1014.33227
443.83333,1012.90075
444.00000,1012.52119
444.16667,1011.57393
444.33333,1012.35383
444.50000,1011.03432
444.66667,1011.79044
444.83333,1013.02598
445.00000,1011.21967
445.16667,1010.49050
445.33333,1011.14483
445.50000,1013.28104
445.66667,1014.05844
445.83333,1013.74585
446.00000,1010.97404
446.16667,1011.13906
446.33333,1010.43286
446.50000,1011.63537
446.66667,1012.59207
446.83333,1012.57716
447.00000,1011.38647
447.16667,1012.44695
447.33333,1012.47519
447.50000,1013.54780
447.66667,1012.91812
447.83333,1012.22084
448.00000,1012.25489
448.16667,1010.51465
448.33333,1010.93713
448.50000,1012.52896
448.66667,1012.65101
448.83333,1013.54564
449.00000,1013.28718
449.16667,1013.21683
449.33333,1012.96123
449.50000,1012.51653
449.66667,1013.92077
449.83333,1014.47247
450.00000,1013.57089
450.16667,1012.92127
450.33333,1012.00901
450.50000,1011.45540
450.66667,1012.69827
450.83333,1012.75702
451.00000,1011.22886
451.16667,1010.25787
451.33333,1011.20392
451.50000,1013.79271
451.66667,1013.97042
451.83333,1014.84642
452.00000,1013.98011
452.16667,1012.39628
452.33333,1010.96403
452.50000,1012.32588
452.66667,1014.15516
452.83333,1013.30036
453.00000,1013.09404
453.16667,1013.34491
453.33333,1012.81130
453.50000,1013.62284
453.66667,1014.49688
453.83333,1015.66011
454.00000,1013.00195
454.16667,1012.75360
454.33333,1011.12455
454.50000,1011.84780
454.66667,1013.02224
454.83333,1011.49433
455.00000,1010.69030
455.16667,1011.04041
455.33333,1011.92885
455.50000,1012.40314
455.66667,1014.55727
455.83333,1013.43888
456.00000,1014.88491
456.16667,1014.13009
456.33333,1012.10948
456.50000,1013.14260
456.66667,1013.85951
456.83333,1014.47937
457.00000,1014.46264
457.16667,1013.49148
457.33333,1012.22409
457.50000,1011.83707
457.66667,1013.24887
457.83333,1011.99077
458.00000,1011.78254
458.16667,1010.07253
458.33333,1010.55205
458.50000,1011.57412
458.66667,1011.29050
458.83333,1012.51362
459.00000,1012.64683
459.16667,1012.19139
459.33333,1012.45227
459.50000,1014.37419
459.66667,1013.18773
459.83333,1012.59298
460.00000,1014.29879
460.16667,1010.41332
460.33333,1011.62827
460.50000,1011.39895
460.66667,1014.19567
460.83333,1014.69391
461.00000,1013.65483
461.16667,1012.80102
461.33333,1012.37406
461.50000,1012.66858
461.66667,1014.50470
461.83333,1013.15567
462.00000,1013.93701
462.16667,1010.41540
462.33333,1011.23247
462.50000,1012.10659
462.66667,1012.28578
462.83333,1012.23863
463.00000,1013.00965
463.16667,1013.58186
463.33333,1013.82223
463.50000,1014.30933
463.66667,1015.91583
463.83333,1015.27507
464.00000,1015.06713
464.16667,1013.93845
464.33333,1012.40654
464.50000,1013.93728
464.66667,1012.59522
464.83333,1013.96071
465.00000,1013.90320
465.16667,1012.76854
465.33333,1013.06279
465.50000,1014.03155
465.66667,1014.54286
465.83333,1013.38546
466.00000,1013.78032
466.16667,1014.13789
466.33333,1014.41010
466.50000,1014.13469
466.66667,1014.99013
466.83333,1014.89395
467.00000,1013.39020
467.16667,1013.61596
467.33333,1013.99602
467.50000,1014.02322
467.66667,1014.26350
467.83333,1013.07021
468.00000,1012.21373
468.16667,1013.46237
468.33333,1013.54517
468.50000,1014.52426
468.66667,1013.61301
468.83333,1015.12626
469.00000,1012.99269
469.16667,1012.54130
469.33333,1011.22098
469.50000,1012.57820
469.66667,1013.01899
469.83333,1011.95842
470.00000,1011.15207
470.16667,1012.53337
470.33333,1014.55293
470.50000,1014.47075
470.66667,1014.53044
470.83333,1015.96960
471.00000,1013.14933
471.16667,1010.18962
471.33333,1011.00737
471.50000,1011.54141
471.66667,1014.42721
471.83333,1016.56552
472.00000,1015.21396
472.16667,1013.06699
472.33333,1013.78353
472.50000,1014.13716
472.66667,1015.90956
472.83333,1015.22633
473.00000,1014.35256
473.16667,1013.22915
473.33333,1014.58620
473.50000,1016.51254
473.66667,1014.71939
473.83333,1014.98301
474.00000,1014.62528
474.16667,1012.90362
474.33333,1013.33328
474.50000,1012.59873
474.66667,1014.13761
474.83333,1015.09571
475.00000,1014.52686
475.16667,1012.39527
475.33333,1014.50518
475.50000,1014.63493
475.66667,1014.67877
475.83333,1015.54397
476.00000,1016.88417
476.16667,1014.59671
476.33333,1012.85557
476.50000,1014.77199
476.66667,1015.10415
476.83333,1013.75410
477.00000,1012.70125
477.16667,1011.17482
477.33333,1010.84587
477.50000,1011.73218
477.66667,1013.79068
477.83333,1014.89690
478.00000,1014.79297
478.16667,1015.03898
478.33333,1012.45143
478.50000,1011.60341
478.66667,1013.92152
478.83333,1013.72846
479.00000,1013.26970
479.16667,1013.62456
479.33333,1014.49963
479.50000,1015.30041
479.66667,1014.16673
479.83333,1014.68494
480.00000,1015.13456
480.16667,1013.19276
480.33333,1011.93977
480.50000,1012.87899
480.66667,1015.15657
480.83333,1016.99436
481.00000,1015.44923
481.16667,1014.94919
481.33333,1013.73407
481.50000,1016.88593
481.66667,1016.75360
481.83333,1014.36173
482.00000,1015.14226
482.16667,1014.17756
482.33333,1014.69552
482.50000,1016.00757
482.66667,1015.99637
482.83333,1015.00100
483.00000,1017.19083
483.16667,1016.44822
483.33333,1013.56151
483.50000,1014.15494
483.66667,1016.27847
483.83333,1016.13831
484.00000,1014.33595
484.16667,1013.76491
484.33333,1012.75070
484.50000,1014.66624
484.66667,1015.11683
484.83333,1017.00218
485.00000,1014.56488
485.16667,1015.24874
485.33333,1013.52568
485.50000,1013.30450
485.66667,1015.19763
485.83333,1015.11210
486.00000,1012.20488
486.16667,1012.07946
486.33333,1011.22553
486.50000,1014.37306
486.66667,1015.30649
486.83333,1016.88126
487.00000,1015.43088
487.16667,1013.83257
487.33333,1015.64830
487.50000,1015.16362
487.66667,1014.44957
487.83333,1016.36137
488.00000,1014.00357
488.16667,1011.69177
488.33333,1010.60259
488.50000,1012.48255
488.66667,1014.83701
488.83333,1015.85476
489.00000,1015.81417
489.16667,1016.61315
489.33333,1014.65276
489.50000,1016.49818
489.66667,1015.65343
489.83333,1015.68933
490.00000,1014.85571
490.16667,1014.67300
490.33333,1012.81502
490.50000,1013.57510
490.66667,1014.35146
490.83333,1015.60836
491.00000,1014.49797
491.16667,1013.28925
491.33333,1012.10721
491.50000,1014.09539
491.66667,1015.99026
491.83333,1016.74118
492.00000,1016.96367
492.16667,1013.37434
492.33333,1012.51402
492.50000,1014.91417
492.66667,1016.59460
492.83333,1017.82822
493.00000,1016.20548
493.16667,1014.46684
493.33333,1014.65525
493.50000,1014.67971
493.66667,1014.26630
493.83333,1014.55071
494.00000,1014.15227
494.16667,1015.41928
494.33333,1013.90358
494.50000,1017.47242
494.66667,1017.15071
494.83333,1017.00144
495.00000,1014.55663
495.16667,1015.10486
495.33333,1015.26204
495.50000,1016.45309
495.66667,1017.45597
495.83333,1017.91922
496.00000,1015.56857
496.16667,1017.08207
496.33333,1015.07579
496.50000,1015.19201
496.66667,1016.02007
496.83333,1016.10857
497.00000,1016.52980
497.16667,1014.37099
497.33333,1013.18993
497.50000,1014.35065
497.66667,1013.42937
497.83333,1014.12431
498.00000,1014.62032
498.16667,1014.86752
498.33333,1014.68512
498.50000,1015.33637
498.66667,1016.45828
498.83333,1017.15239
499.00000,1015.11160
499.16667,1013.06317
499.33333,1016.58606
499.50000,1014.11367
499.66667,1015.69044
499.83333,1016.25769
500.00000,1016.00634
500.16667,1013.12892
500.33333,1013.65485
500.50000,1014.91257
500.66667,1015.20905
500.83333,1015.96240
501.00000,1016.26686
501.16667,1015.77294
501.33333,1016.25119
501.50000,1015.72380
501.66667,1017.40560
501.83333,1016.57906
502.00000,1014.61802
502.16667,1014.31382
502.33333,1014.08764
502.50000,1014.81756
502.66667,1016.66954
502.83333,1017.05478
503.00000,1015.67188
503.16667,1013.57403
503.33333,1011.86904
503.50000,1014.92545
503.66667,1013.60584
503.83333,1013.96918
504.00000,1017.01554
504.16667,1014.36797
504.33333,1014.38731
504.50000,1016.17476
504.66667,1017.95265
504.83333,1016.90900
505.00000,1016.15278
505.16667,1015.36338
505.33333,1015.26222
505.50000,1015.92049
505.66667,1015.55899
505.83333,1016.97144
506.00000,1015.24250
506.16667,1014.73954
506.33333,1013.70565
506.50000,1014.37714
506.66667,1015.98294
506.83333,1015.45595
507.00000,1014.96284
507.16667,1015.34575
507.33333,1014.06815
507.50000,1015.24394
507.66667,1017.20540
507.83333,1015.59526
508.00000,1014.42334
508.16667,1015.20164
508.33333,1015.14313
508.50000,1016.23913
508.66667,1016.98589
508.83333,1016.24253
509.00000,1016.24061
509.16667,1014.77679
509.33333,1014.15434
509.50000,1015.57426
509.66667,1016.93448
509.83333,1015.66972
510.00000,1015.56835
510.16667,1015.23197
510.33333,1014.92259
510.50000,1017.86969
510.66667,1017.25427
510.83333,1017.20219
511.00000,1015.10402
511.16667,1014.72212
511.33333,1015.35900
511.50000,1017.06348
511.66667,1016.99520
511.83333,1017.68929
512.00000,1017.24024
512.16667,1016.24283
512.33333,1014.76981
512.50000,1014.55722
512.66667,1013.82283
512.83333,1015.10511
513.00000,1016.17051
513.16667,1014.94300
513.33333,1013.21500
513.50000,1015.85231
513.66667,1015.66296
513.83333,1018.26192
514.00000,1016.10816
514.16667,1013.50396
514.33333,1014.07148
514.50000,1013.72040
514.66667,1015.13702
514.83333,1016.79470
515.00000,1017.53393
515.16667,1013.80147
515.33333,1013.84492
515.50000,1013.63205
515.66667,1014.52240
515.83333,1015.06366
516.00000,1014.18523
516.16667,1014.50206
516.33333,1014.94180
516.50000,1014.79037
516.66667,1015.61065
516.83333,1016.24358
517.00000,1016.44261
517.16667,1013.76702
517.33333,1014.84519
517.50000,1015.20362
517.66667,1017.18644
517.83333,1017.60718
518.00000,1017.31533
518.16667,1014.99227
518.33333,1015.00454
518.50000,1015.08978
518.66667,1015.97537
518.83333,1017.26831
519.00000,1017.87730
519.16667,1016.29088
519.33333,1014.48911
519.50000,1017.53527
519.66667,1016.23450
519.83333,1016.45039
520.00000,1013.98133
520.16667,1014.42418
520.33333,1014.15697
520.50000,1015.53861
520.66667,1017.40618
520.83333,1017.21352
521.00000,1015.73813
521.16667,1014.27134
521.33333,1015.36637
521.50000,1015.54753
521.66667,1016.58097
521.83333,1017.14130
522.00000,1017.05221
522.16667,1015.23254
522.33333,1013.73111
522.50000,1013.80516
522.66667,1014.94012
522.83333,1015.75214
523.00000,1013.75255
523.16667,1014.16756
523.33333,1014.45275
523.50000,1015.31773
523.66667,1015.43295
523.83333,1016.35250
524.00000,1014.28950
524.16667,1014.22652
524.33333,1016.39843
524.50000,1016.34749
524.66667,1018.20615
524.83333,1018.49976
525.00000,1016.59047
525.16667,1014.95294
525.33333,1014.08815
525.50000,1015.52745
525.66667,1013.84107
525.83333,1015.92344
526.00000,1015.68659
526.16667,1015.64543
526.33333,1014.79300
526.50000,1015.48832
526.66667,1015.31661
526.83333,1018.25978
527.00000,1016.74549
527.16667,1015.28794
527.33333,1014.54704
527.50000,1016.99059
527.66667,1017.76626
527.83333,1016.15410
528.00000,1016.95605
528.16667,1016.81004
528.33333,1014.52262
528.50000,1015.46244
528.66667,1016.91441
528.83333,1016.86577
529.00000,1014.97106
529.16667,1013.72536
529.33333,1014.28761
529.50000,1017.13471
529.66667,1016.70944
529.83333,1016.86058
530.00000,1014.71387
530.16667,1014.37643
530.33333,1014.35657
530.50000,1015.14956
530.66667,1015.10430
530.83333,1017.16921
531.00000,1016.92195
531.16667,1016.23551
531.33333,1015.77036
531.50000,1016.44708
531.66667,1016.52593
531.83333,1015.65822
532.00000,1014.92190
532.16667,1014.37221
532.33333,1015.10191
532.50000,1015.78183
532.66667,1018.12940
532.83333,1017.41735
533.00000,1015.27460
533.16667,1013.43554
533.33333,1013.95482
533.50000,1018.03313
533.66667,1019.42275
533.83333,1017.20995
534.00000,1016.99466
534.16667,1015.31726
534.33333,1015.41800
534.50000,1016.72878
534.66667,1016.60213
534.83333,1018.15008
535.00000,1015.46789
535.16667,1014.94663
535.33333,1014.39740
535.50000,1014.88773
535.66667,1016.73501
535.83333,1016.45642
536.00000,1014.92052
536.16667,1012.44644
536.33333,1015.41095
536.50000,1016.60466
536.66667,1018.73332
536.83333,1018.03920
537.00000,1017.78749
537.16667,1016.55916
537.33333,1014.83434
537.50000,1016.71299
537.66667,1015.76506
537.83333,1015.33852
538.00000,1014.46542
538.16667,1013.98529
538.33333,1014.77625
538.50000,1016.24229
538.66667,1019.00134
538.83333,1018.73563
539.00000,1016.83022
539.16667,1015.86696
539.33333,1014.66868
539.50000,1014.95087
539.66667,1015.54248
539.83333,1016.14738
540.00000,1017.72570
540.16667,1015.69631
540.33333,1015.84782
540.50000,1015.54216
540.66667,1017.80710
540.83333,1017.52376
541.00000,1016.15326
541.16667,1013.61475
541.33333,1014.45099
541.50000,1015.74528
541.66667,1014.09082
541.83333,1016.00674
542.00000,1015.52832
542.16667,1013.24142
542.33333,1016.48544
542.50000,1016.93010
542.66667,1018.87726
542.83333,1018.17955
543.00000,1017.03385
543.16667,1014.12599
543.33333,1015.90476
543.50000,1016.66495
543.66667,1016.33578
543.83333,1017.21643
544.00000,1016.80673
544.16667,1015.65194
544.33333,1014.40102
544.50000,1016.60920
544.66667,1017.79306
544.83333,1017.27496
545.00000,1016.00624
545.16667,1013.25182
545.33333,1014.09241
545.50000,1016.24093
545.66667,1017.04480
545.83333,1015.08377
546.00000,1015.32866
546.16667,1016.16147
546.33333,1014.28607
546.50000,1015.70032
546.66667,1017.34988
546.83333,1017.31216
547.00000,1016.25288
547.16667,1017.24822
547.33333,1014.23749
547.50000,1015.86764
547.66667,1016.50544
547.83333,1017.35323
548.00000,1019.03401
548.16667,1018.28504
548.33333,1017.04229
548.50000,1016.66583
548.66667,1017.05568
548.83333,1015.87786
549.00000,1016.86833
549.16667,1015.02001
549.33333,1017.20105
549.50000,1017.32242
549.66667,1018.62715
549.83333,1019.16410
550.00000,1015.94882
550.16667,1015.54737
550.33333,1015.35197
550.50000,1015.88016
550.66667,1016.98794
550.83333,1017.12192
551.00000,1016.29584
551.16667,1015.42025
551.33333,1016.87316
551.50000,1017.69616
551.66667,1017.23700
551.83333,1017.27473
552.00000,1017.31851
552.16667,1014.75521
552.33333,1016.02718
552.50000,1016.40217
552.66667,1017.18289
552.83333,1017.79513
553.00000,1018.28375
553.16667,1017.47978
553.33333,1017.20902
553.50000,1016.55411
553.66667,1015.66094
553.83333,1016.70215
554.00000,1016.42314
554.16667,1014.32748
554.33333,1015.63385
554.50000,1013.69667
554.66667,1013.14282
554.83333,1015.55809
555.00000,1014.99043
555.16667,1012.36380
555.33333,1013.51733
555.50000,1014.16706
555.66667,1016.84905
555.83333,1016.81362
556.00000,1015.39366
556.16667,1015.31790
556.33333,1014.07440
556.50000,1016.60859
556.66667,1017.87901
556.83333,1015.71593
557.00000,1014.75679
557.16667,1013.94092
557.33333,1013.46070
557.50000,1016.10118
557.66667,1016.81012
557.83333,1016.33182
558.00000,1016.89731
558.16667,1018.21210
558.33333,1016.57474
558.50000,1016.86102
558.66667,1015.62851
558.83333,1014.40663
559.00000,1014.49575
559.16667,1014.42418
559.33333,1014.63747
559.50000,1017.11433
559.66667,1017.45898
559.83333,1017.14223
560.00000,1017.03262
560.16667,1016.33974
560.33333,1013.85051
560.50000,1015.23015
560.66667,1014.80601
560.83333,1013.93750
561.00000,1012.99729
561.16667,1013.66002
561.33333,1016.27616
561.50000,1017.77975
561.66667,1019.04501
561.83333,1018.82518
562.00000,1016.94956
562.16667,1015.31230
562.33333,1015.23032
562.50000,1015.62150
562.66667,1018.16359
562.83333,1017.41281
563.00000,1016.83842
563.16667,1015.18987
563.33333,1015.25175
563.50000,1016.85172
563.66667,1018.36075
563.83333,1018.63556
564.00000,1017.00683
564.16667,1015.38339
564.33333,1015.41612
564.50000,1018.18174
564.66667,1019.41455
564.83333,1018.38968
565.00000,1017.20548
565.16667,1014.92033
565.33333,1014.75547
565.50000,1018.44675
565.66667,1017.76318
565.83333,1017.01502
566.00000,1016.42219
566.16667,1014.98373
566.33333,1016.60142
566.50000,1015.73370
566.66667,1017.00907
566.83333,1017.73361
567.00000,1015.60371
567.16667,1014.99751
567.33333,1014.72165
567.50000,1016.17277
567.66667,1015.84699
567.83333,1016.85321
568.00000,1016.62265
568.16667,1016.00487
568.33333,1015.54464
568.50000,1015.09041
568.66667,1016.77899
568.83333,1016.55310
569.00000,1015.13053
569.16667,1015.12092
569.33333,1014.91688
569.50000,1016.34488
569.66667,1017.54718
569.83333,1015.20488
570.00000,1015.80766
570.16667,1015.07128
570.33333,1013.61203
570.50000,1015.49505
570.66667,1016.50298
570.83333,1017.44704
571.00000,1016.11505
571.16667,1014.39080
571.33333,1015.88137
571.50000,1016.25634
571.66667,1016.45097
571.83333,1015.46117
572.00000,1014.17822
572.16667,1013.81202
572.33333,1013.79394
572.50000,1013.55805
572.66667,1014.60935
572.83333,1015.90110
573.00000,1016.01333
573.16667,1014.39324
573.33333,1015.26007
573.50000,1015.49305
573.66667,1014.52601
573.83333,1016.22148
574.00000,1014.11626
574.16667,1012.62631
574.33333,1012.70451
574.50000,1014.77813
574.66667,1017.03667
574.83333,1015.80760
575.00000,1014.31461
575.16667,1013.70011
575.33333,1012.90204
575.50000,1015.32943
575.66667,1015.25994
575.83333,1016.57667
576.00000,1016.91755
576.16667,1015.67035
576.33333,1014.21204
576.50000,1015.11473
576.66667,1015.71409
576.83333,1015.02036
577.00000,1014.44536
577.16667,1014.64297
577.33333,1014.17808
577.50000,1015.62286
577.66667,1018.57571
577.83333,1017.79171
578.00000,1015.84019
578.16667,1014.31658
578.33333,1013.58126
578.50000,1016.32229
578.66667,1014.93388
578.83333,1015.74576
579.00000,1016.31731
579.16667,1015.20724
579.33333,1017.21246
579.50000,1015.40820
579.66667,1014.32857
579.83333,1015.63130
580.00000,1016.15728
580.16667,1015.44501
580.33333,1017.27915
580.50000,1016.44089
580.66667,1016.69733
580.83333,1016.91892
581.00000,1014.69089
581.16667,1014.07208
581.33333,1012.28790
581.50000,1012.91616
581.66667,1014.68203
581.83333,1014.20792
582.00000,1015.85479
582.16667,1014.32977
582.33333,1014.50169
582.50000,1014.06150
582.66667,1016.74727
582.83333,1015.75502
583.00000,1015.30549
583.16667,1012.84859
583.33333,1015.20767
583.50000,1015.05984
583.66667,1016.87332
583.83333,1016.79073
584.00000,1016.33751
584.16667,1014.13391
584.33333,1012.88935
584.50000,1016.10279
584.66667,1018.26697
584.83333,1017.03360
585.00000,1015.32613
585.16667,1013.77040
585.33333,1013.24235
585.50000,1015.87417
585.66667,1015.75949
585.83333,1016.41537
586.00000,1015.53394
586.16667,1015.27729
586.33333,1013.93471
586.50000,1015.31029
586.66667,1014.67020
586.83333,1015.17840
587.00000,1014.93967
587.16667,1014.14946
587.33333,1014.59652
587.50000,1014.44464
587.66667,1016.54532
587.83333,1017.46632
588.00000,1015.31407
588.16667,1013.69083
588.33333,1014.16630
588.50000,1015.27346
588.66667,1015.38785
588.83333,1016.39682
589.00000,1015.45927
589.16667,1012.13799
589.33333,1014.61480
589.50000,1015.69580
589.66667,1016.94100
589.83333,1016.89741
590.00000,1014.56880
590.16667,1014.37498
590.33333,1014.41572
590.50000,1015.46962
590.66667,1015.52846
590.83333,1016.98979
591.00000,1015.46405
591.16667,1013.12379
591.33333,1013.42398
591.50000,1015.77915
591.66667,1017.07365
591.83333,1015.70621
592.00000,1015.27234
592.16667,1015.42052
592.33333,1013.68556
592.50000,1015.29194
592.66667,1015.16537
592.83333,1018.14575
593.00000,1015.34592
593.16667,1014.07640
593.33333,1016.30276
593.50000,1014.81067
593.66667,1017.15844
593.83333,1016.82564
594.00000,1016.20150
594.16667,1014.87033
594.33333,1014.38729
594.50000,1015.97107
594.66667,1015.80941
594.83333,1016.90015
595.00000,1015.54245
595.16667,1015.19186
595.33333,1016.22975
595.50000,1015.50465
595.66667,1017.40776
595.83333,1016.38341
596.00000,1015.62487
596.16667,1015.41452
596.33333,1012.57781
596.50000,1014.06983
596.66667,1012.97211
596.83333,1015.11679
597.00000,1013.54212
597.16667,1014.50691
597.33333,1012.51124
597.50000,1013.80399
597.66667,1014.48927
597.83333,1014.57311
598.00000,1012.60800
598.16667,1012.82374
598.33333,1012.04668
598.50000,1014.67745
598.66667,1015.52511
598.83333,1014.01358
599.00000,1015.22517
599.16667,1015.07642
599.33333,1014.13250
599.50000,1014.05622
599.66667,1014.06116
599.83333,1013.74993
600.00000,1013.54657
600.16667,1012.57342
600.33333,1013.33153
600.50000,1014.13685
600.66667,1017.47899
600.83333,1016.76347
601.00000,1014.65214
601.16667,1014.69999
601.33333,1013.25279
601.50000,1015.12395
601.66667,1017.25842
601.83333,1017.34684
602.00000,1015.46035
602.16667,1013.43933
602.33333,1013.89565
602.50000,1012.19625
602.66667,1013.96533
602.83333,1015.56068
603.00000,1014.99862
603.16667,1013.65602
603.33333,1012.05796
603.50000,1015.14350
603.66667,1016.91810
603.83333,1015.69769
604.00000,1015.91654
604.16667,1014.58571
604.33333,1013.94895
604.50000,1014.18798
604.66667,1015.73243
604.83333,1016.12953
605.00000,1014.43215
605.16667,1014.50972
605.33333,1014.04132
605.50000,1013.99381
605.66667,1016.24176
605.83333,1015.78331
606.00000,1014.03645
606.16667,1015.68662
606.33333,1014.20572
606.50000,1015.96067
606.66667,1015.13752
606.83333,1014.55025
607.00000,1016.77508
607.16667,1014.13803
607.33333,1013.90800
607.50000,1015.81732
607.66667,1015.32557
607.83333,1015.28075
608.00000,1014.13712
608.16667,1012.41003
608.33333,1013.45505
608.50000,1012.77545
608.66667,1014.24850
608.83333,1014.43312
609.00000,1014.55766
609.16667,1016.10093
609.33333,1015.44316
609.50000,1015.68823
609.66667,1016.48044
609.83333,1013.41850
610.00000,1012.18514
610.16667,1014.91996
610.33333,1015.95298
610.50000,1015.43417
610.66667,1012.90505
610.83333,1012.87729
611.00000,1014.03052
611.16667,1014.01082
611.33333,1012.50958
611.50000,1012.14128
611.66667,1012.91622
611.83333,1013.54865
612.00000,1012.56255
612.16667,1012.36683
612.33333,1013.70984
612.50000,1012.43807
612.66667,1015.10443
612.83333,1016.08702
613.00000,1015.94482
613.16667,1013.65069
613.33333,1013.21525
613.50000,1014.53094
613.66667,1016.27214
613.83333,1016.25821
614.00000,1014.23986
614.16667,1014.02620
614.33333,1013.08677
614.50000,1014.33267
614.66667,1014.58359
614.83333,1013.74352
615.00000,1013.70522
615.16667,1012.67480
615.33333,1011.20711
615.50000,1012.69157
615.66667,1016.41513
615.83333,1017.40785
616.00000,1014.55869
616.16667,1013.67650
616.33333,1015.59975
616.50000,1014.98657
616.66667,1014.99441
616.83333,1013.62338
617.00000,1014.26725
617.16667,1010.71240
617.33333,1011.48537
617.50000,1012.27064
617.66667,1014.21938
617.83333,1013.45227
618.00000,1012.90781
618.16667,1012.95450
618.33333,1013.06690
618.50000,1015.27164
618.66667,1015.04040
618.83333,1015.87656
619.00000,1014.28175
619.16667,1012.87364
619.33333,1013.50310
619.50000,1014.59410
619.66667,1014.50921
619.83333,1013.66997
620.00000,1014.20220
620.16667,1012.53819
620.33333,1014.00214
620.50000,1014.60181
620.66667,1014.68709
620.83333,1014.01109
621.00000,1013.75169
621.16667,1013.16348
621.33333,1013.83945
621.50000,1014.65601
621.66667,1015.17998
621.83333,1013.82157
622.00000,1014.68019
622.16667,1012.56725
622.33333,1012.84240
622.50000,1012.77718
622.66667,1013.39826
622.83333,1015.82945
623.00000,1013.56284
623.16667,1013.44336
623.33333,1012.49896
623.50000,1015.06062
623.66667,1016.26338
623.83333,1015.66426
624.00000,1012.40152
624.16667,1011.28312
624.33333,1009.52504
624.50000,1011.83126
624.66667,1012.29129
624.83333,1014.09253
625.00000,1014.35116
625.16667,1012.96471
625.33333,1014.19932
625.50000,1014.44537
625.66667,1015.30878
625.83333,1014.44722
626.00000,1015.49155
626.16667,1011.99181
626.33333,1013.37376
626.50000,1014.25613
626.66667,1013.94296
626.83333,1015.03827
627.00000,1013.06697
627.16667,1013.02821
627.33333,1011.91436
627.50000,1012.84001
627.66667,1015.46592
627.83333,1014.40205
628.00000,1013.98245
628.16667,1011.04836
628.33333,1011.07186
628.50000,1011.43552
628.66667,1013.24842
628.83333,1014.06205
629.00000,1013.98737
629.16667,1013.11174
629.33333,1011.16588
629.50000,1013.49288
629.66667,1014.03751
629.83333,1014.07537
630.00000,1013.29646
630.16667,1014.03317
630.33333,1013.84586
630.50000,1012.89385
630.66667,1013.98393
630.83333,1013.72193
631.00000,1014.37317
631.16667,1014.15746
631.33333,1011.73863
631.50000,1013.84235
631.66667,1014.88365
631.83333,1012.37239
632.00000,1013.17913
632.16667,1013.06154
632.33333,1012.07598
632.50000,1013.65533
632.66667,1013.99613
632.83333,1012.93469
633.00000,1012.95799
633.16667,1012.72205
633.33333,1011.41320
633.50000,1012.06754
633.66667,1014.28574
633.83333,1015.29589
634.00000,1016.24573
634.16667,1013.69993
634.33333,1014.41298
634.50000,1014.33905
634.66667,1014.80984
634.83333,1015.99759
635.00000,1012.97912
635.16667,1011.99171
635.33333,1011.38065
635.50000,1011.61007
635.66667,1012.45816
